0, 0.170455, 225.998573, 214.434709, 430.036713, 262.708504, 1.431421, 185.054518, 0.388694, 600.035502, 1.293626
1, 0.136364, 243.628683, 194.137906, 448.050134, 251.865548, 1.376512, 166.657635, 0.426582, 572.456771, 1.399708
0, 0.22973, 281.574754, 411.215976, 464.712344, 235.134387, 0.502774, 220.02851, 0.167351, 809.004874, 3.49106
1, 0.148649, 225.31962, 462.481191, 497.58279, 204.984038, 0.431071, 182.609394, 0.144756, 790.483819, 3.344772
0, 0.142857, 238.478653, 376.972842, 475.308482, 231.535988, 1.208949, 189.346441, 0.464772, 723.796657, 0.0
1, 0.107143, 260.844615, 332.092786, 476.021447, 215.3989, 1.173588, 196.4516, 0.448688, 727.027307, 0.0
0, 0.1375, 247.853808, 251.324712, 419.78413, 233.937599, 1.212055, 194.913929, 0.349214, 625.316524, 3.331973
1, 0.075, 239.97859, 251.745553, 461.229315, 220.433297, 0.912789, 171.157532, 0.252624, 629.902928, 3.658928
0, 0.106667, 272.750722, 227.6754, 485.462872, 330.370943, 0.991557, 249.450783, 0.231538, 799.506917, 3.98957
1, 0.04, 273.499346, 266.87989, 506.685725, 314.410608, 0.906755, 229.92919, 0.202942, 770.329016, 3.685557
0, 0.242857, 236.388415, 336.29509, 463.801431, 276.384179, 1.326721, 246.844565, 0.308649, 827.504221, 1.414214
1, 0.142857, 260.72112, 340.119481, 485.164985, 316.625199, 1.11512, 220.823173, 0.263689, 803.110042, 1.67332
0, 0.280899, 281.621261, 435.799354, 443.035319, 299.914104, 1.025944, 203.428392, 0.25776, 808.271223, 1.277753
1, 0.179775, 238.188265, 414.239076, 469.968368, 230.873028, 0.950558, 187.777386, 0.241056, 789.19275, 1.484615
0, 0.061856, 265.441383, 173.42336, 438.068457, 252.394396, 1.400156, 246.938595, 0.365363, 658.882896, 3.435921
1, 0.134021, 219.703333, 212.780802, 492.856507, 252.991383, 1.721815, 200.012738, 0.375992, 629.79764, 4.412734
0, 0.209877, 253.34188, 325.496349, 462.815885, 174.969325, 0.701514, 165.580828, 0.193676, 660.748014, 2.054805
1, 0.074074, 222.965646, 332.062972, 477.012884, 187.556372, 0.508211, 157.639429, 0.154836, 652.915006, 2.666667
0, 0.114286, 273.576079, 264.293913, 500.446624, 243.684583, 0.932859, 205.98479, 0.240906, 673.186052, 2.633913
1, 0.085714, 256.817981, 283.922875, 514.771062, 190.665452, 0.883128, 186.849245, 0.24533, 610.294922, 2.633913
0, 0.119048, 300.111626, 317.321947, 476.730487, 349.219778, 1.437852, 200.778266, 0.315587, 802.272427, 2.081666
1, 0.107143, 238.575894, 364.340735, 497.689128, 266.48478, 1.206213, 196.238857, 0.373113, 746.817026, 1.914854
0, 0.202247, 233.286472, 288.321776, 446.041027, 217.370898, 0.983151, 199.404683, 0.300705, 650.191697, 4.106017
1, 0.146067, 261.110525, 255.547209, 400.70019, 217.825, 1.207174, 234.628395, 0.355687, 593.076228, 4.456386
0, 0.205479, 244.364986, 409.017696, 417.424824, 268.153461, 0.718389, 251.459019, 0.182302, 914.906597, 3.804237
1, 0.109589, 276.890242, 407.754575, 439.599838, 261.230901, 0.589418, 225.563784, 0.154895, 891.818493, 4.297932
0, 0.106383, 240.113528, 214.219209, 462.641324, 231.476698, 1.113567, 166.402528, 0.321803, 572.394633, 2.331845
1, 0.06383, 199.369739, 189.541279, 444.335855, 179.835598, 0.870608, 155.470776, 0.278547, 508.386207, 3.890476
0, 0.061856, 279.927664, 314.280724, 462.035953, 246.418687, 0.707029, 213.299571, 0.217525, 774.146276, 4.050699
1, 0.061856, 248.352552, 289.43854, 483.438673, 241.488149, 0.659258, 191.880333, 0.185658, 758.571255, 3.97954
0, 0.150538, 267.377856, 345.656683, 423.824431, 329.416675, 1.451747, 256.225902, 0.378654, 801.9307, 1.118034
1, 0.107527, 275.83995, 307.825537, 460.691756, 274.187083, 1.033597, 220.993858, 0.275319, 791.914456, 1.118034
0, 0.175, 216.451319, 315.979435, 462.004063, 204.315996, 1.348238, 200.468686, 0.328863, 639.595611, 2.381905
1, 0.0375, 257.607454, 274.487558, 479.725949, 229.941311, 0.963839, 169.250714, 0.21782, 702.030794, 1.678191
0, 0.078652, 273.13129, 234.506463, 460.401221, 274.80377, 1.145162, 211.17855, 0.301074, 719.825262, 2.409472
1, 0.033708, 256.088753, 263.665784, 470.386226, 258.389239, 1.087435, 186.359624, 0.268297, 701.908747, 3.28718
0, 0.125, 233.572896, 271.722286, 427.153187, 252.605606, 0.94374, 199.819625, 0.254406, 709.362945, 3.5
1, 0.193182, 212.871274, 296.267227, 457.401399, 192.846713, 0.891019, 181.249717, 0.233944, 682.75091, 2.872281
0, 0.158537, 186.048653, 322.575639, 463.26656, 211.488491, 1.138463, 152.329309, 0.303191, 605.336358, 0.829156
1, 0.134146, 208.860175, 311.533694, 464.002162, 211.329082, 1.028343, 145.645469, 0.265269, 614.166611, 1.198958
0, 0.043011, 219.043887, 166.870379, 493.791806, 266.110541, 1.23893, 205.327362, 0.356037, 613.866196, 1.802776
1, 0.032258, 183.897387, 180.655592, 526.198225, 231.821729, 1.137518, 167.564288, 0.264784, 604.685526, 1.892969
0, 0.125, 290.192254, 319.960265, 503.76033, 262.405597, 1.397754, 213.249524, 0.376226, 680.283778, 0.728431
1, 0.056818, 304.525171, 319.006072, 506.90067, 234.509929, 1.105257, 202.082516, 0.324046, 662.008348, 1.049781
0, 0.094118, 235.597393, 290.496696, 456.325461, 203.302444, 0.831632, 199.430731, 0.235593, 676.516282, 2.948538
1, 0.035294, 218.461347, 277.58139, 474.903029, 216.779263, 0.744026, 183.677427, 0.200587, 671.33239, 2.695423
0, 0.14433, 234.017265, 227.488607, 456.350544, 244.652097, 1.192089, 187.590133, 0.269351, 639.587851, 3.179524
1, 0.061856, 201.755712, 245.194671, 457.488752, 214.940563, 0.985858, 176.343815, 0.262026, 622.593362, 2.847696
0, 0.283784, 276.253443, 276.805154, 427.039814, 183.577843, 1.088534, 183.177009, 0.292022, 570.263003, 1.547599
1, 0.121622, 241.773482, 267.743366, 425.106047, 182.685973, 0.693071, 167.273841, 0.222165, 569.749102, 1.872478
0, 0.083333, 227.493619, 330.193704, 478.29765, 200.673457, 0.686061, 181.24115, 0.185947, 691.097095, 1.732051
1, 0.125, 210.443686, 363.222644, 488.782919, 180.39723, 0.763714, 165.644623, 0.196342, 668.878586, 1.658312
0, 0.097826, 247.031958, 163.215157, 411.373613, 245.138127, 1.629025, 250.031503, 0.450824, 670.001112, 1.795055
1, 0.086957, 261.615151, 197.110283, 451.010135, 268.542249, 1.573101, 232.085258, 0.425979, 674.131762, 2.748737
0, 0.432099, 295.972781, 239.742301, 469.010195, 251.682428, 1.198234, 234.578677, 0.289462, 707.019039, 3.295357
1, 0.308642, 257.568846, 322.740025, 483.141495, 224.732664, 1.117113, 213.392683, 0.310443, 672.086008, 3.479853
0, 0.223684, 249.713865, 436.344644, 464.672351, 299.568412, 0.796294, 217.483742, 0.203981, 895.310919, 0.942809
1, 0.144737, 256.806407, 456.108906, 495.970054, 249.132675, 0.686458, 182.272993, 0.172626, 870.17111, 1.490712
0, 0.294872, 279.624657, 376.473466, 419.718446, 241.263118, 1.032846, 209.554032, 0.266017, 731.439657, 2.046338
1, 0.25641, 235.4332, 400.001094, 444.484515, 214.090315, 0.999193, 180.633007, 0.278252, 692.611302, 1.984313
0, 0.139785, 305.034432, 259.589858, 391.04498, 274.031605, 1.043691, 264.637738, 0.300708, 825.264615, 5.85235
1, 0.139785, 249.795188, 262.250651, 434.867992, 242.408173, 1.068099, 242.886752, 0.240111, 822.644872, 5.619905
0, 0.105263, 224.489319, 289.161555, 442.942557, 267.96633, 1.592314, 191.780631, 0.465266, 536.738087, 0.349927
1, 0.092105, 221.087707, 236.027792, 460.954187, 229.36558, 1.419547, 179.240295, 0.401099, 549.029168, 0.349927
0, 0.011236, 222.770875, 214.590028, 509.443072, 229.777814, 0.941304, 156.405842, 0.216056, 591.458145, 1.385051
1, 0.05618, 231.26843, 198.869443, 484.637902, 196.436265, 1.236836, 189.380058, 0.328779, 582.493346, 2.312345
0, 0.077778, 248.464394, 225.59038, 483.177262, 227.210788, 1.303492, 197.474854, 0.349999, 611.350814, 1.2454
1, 0.022222, 240.020861, 207.785919, 505.090728, 219.6665, 0.948486, 173.889819, 0.267255, 625.376485, 0.832993
0, 0.032258, 217.903856, 229.586387, 462.031031, 277.762965, 1.63249, 186.106042, 0.401877, 552.110291, 3.253204
